key,0,1,2
544,"27","0","파티원과 협력하여 적을 물리치자!"
545,"27","0","파티원과 같은 적을 공격하자!"
546,"27","0","적의 공격을 피하면서 싸우자!"
547,"27","0","적 지원군에 대처하자!"
548,"27","0","특수 장치를 활용하며 싸우자!"
549,"27","0","파티원을 회복시키자!"
550,"27","0","다수의 파티원을 회복시키자!"
551,"27","0","적의 공격을 피하면서 싸우자!"
552,"27","0","마지막 훈련!"
554,"18","58","영광의 평원(쇄빙전)"
556,"8","0","금기도시 마하"
557,"3","162","난파선의 섬(어려움)"
558,"33","0","보물고 아쿠아폴리스"
559,"10","155","니드호그 토벌전"
560,"29","0","레굴라 반 히드루스 추격전"
561,"31","156","망자의 궁전 B1~B10"
562,"31","157","망자의 궁전 B11~B20"
563,"31","158","망자의 궁전 B21~B30"
564,"31","159","망자의 궁전 B31~B40"
565,"31","160","망자의 궁전 B41~B50"
566,"10","147","극 니드호그 토벌전"
571,"34","176","유령의 집"
576,"10","168","여신 소피아 토벌전"
577,"10","169","극 여신 소피아 토벌전"
578,"3","175","구브라 환상도서관(어려움)"
579,"35","77","트리플 트라이어드: 카드 대결장"
580,"16","163","기공성 알렉산더: 천동편 1"
581,"16","165","기공성 알렉산더: 천동편 2"
582,"16","170","기공성 알렉산더: 천동편 3"
583,"17","172","기공성 알렉산더: 천동편 4"
584,"16","164","기공성 알렉산더: 천동편(영웅) 1"
585,"16","166","기공성 알렉산더: 천동편(영웅) 2"
586,"16","171","기공성 알렉산더: 천동편(영웅) 3"
587,"17","173","기공성 알렉산더: 천동편(영웅) 4"
589,"25","0","꼬마 친구 공방전: 플레이어 대결(RP 변동 있음)"
590,"25","0","꼬마 친구 공방전: 대회 대결(플레이어 대결)"
591,"25","0","꼬마 친구 공방전: 플레이어 대결(RP 변동 없음)"
592,"29","192","뒤얽히는 숙명"
593,"31","177","망자의 궁전 B51~B60"
594,"31","178","망자의 궁전 B61~B70"
595,"31","179","망자의 궁전 B71~B80"
596,"31","180","망자의 궁전 B81~B90"
597,"31","181","망자의 궁전 B91~B100"
598,"31","182","망자의 궁전 B101~B110"
599,"31","183","망자의 궁전 B111~B120"
600,"31","184","망자의 궁전 B121~B130"
601,"31","185","망자의 궁전 B131~B140"
602,"31","186","망자의 궁전 B141~B150"
603,"31","187","망자의 궁전 B151~B160"
604,"31","188","망자의 궁전 B161~B170"
605,"31","189","망자의 궁전 B171~B180"
606,"31","190","망자의 궁전 B181~B190"
607,"31","191","망자의 궁전 B191~B200"
617,"3","201","솜 알(어려움)"
624,"38","131","디아뎀 제도: 전투 한정(쉬움)"
625,"38","131","디아뎀 제도: 전투 한정"
627,"8","0","둔 스카"
633,"29","206","카르테노 평원 조우전"
637,"10","204","귀신 주르반 토벌전"
638,"10","205","극 귀신 주르반 토벌전"
656,"26","0","디아뎀 제도: 채집"
662,"3","242","쿠가네 성"
663,"3","229","성도산 사원"
665,"29","247","교도 등장!"
674,"10","216","스사노오 토벌전"
677,"10","217","극 스사노오 토벌전"
679,"10","212","신룡 토벌전"
684,"29","251","위리앙제의 비책"
688,"29","249","계절끝 합전"
690,"29","0","차원의 틈: 외곽"
691,"17","243","차원의 틈 오메가: 델타편 1"
692,"17","241","차원의 틈 오메가: 델타편 2"
693,"17","234","차원의 틈 오메가: 델타편 3"
694,"17","236","차원의 틈 오메가: 델타편 4"
695,"17","244","차원의 틈 오메가: 델타편(영웅) 1"
696,"17","240","차원의 틈 오메가: 델타편(영웅) 2"
697,"17","235","차원의 틈 오메가: 델타편(영웅) 3"
698,"17","237","차원의 틈 오메가: 델타편(영웅) 4"
705,"29","230","울다하 왕실배 투기대회"
706,"29","231","더 높은 검술의 경지로"
707,"29","0","맞서는 힘"
708,"29","0","해양도시를 흔드는 살인자의 연회!"
709,"29","209","극악무도한 코가라시"
710,"29","0","마츠바 사변"
711,"29","0","베코우 섬의 결투"
712,"33","0","보물고 우즈네어 운하"
713,"29","0","칠흑의 거룡"
714,"29","0","붉은 용기사"
715,"29","0","앞으로 세 번, 아득한 동경"
716,"29","0","앞으로 한 번, 너와 만날 수 있다면"
717,"29","232","원초적 그녀"
718,"29","233","불타올라라, 산골짜기!"
719,"10","239","락슈미 토벌전"
720,"10","226","극 락슈미 토벌전"
722,"29","0","시간을 뛰어넘은 염원"
723,"29","0","그림자 인법첩"
725,"33","0","보물고 우즈네어 운하 심층"
729,"39","262","아스트라갈로스(기공전)"
730,"10","260","극 신룡 토벌전"
732,"41","0","금단의 땅 에우레카: 아네모스편"
733,"17","255","절 바하무트 토벌전"
734,"8","0","왕도 라바나스터"
741,"34","0","발렌티온 예식장"
742,"3","273","지옥뚜껑"
743,"3","274","무한연속 박물함(어려움)"
746,"10","269","백호 토벌전"
748,"17","277","차원의 틈 오메가: 시그마편 1"
749,"17","275","차원의 틈 오메가: 시그마편 2"
750,"17","266","차원의 틈 오메가: 시그마편 3"
751,"17","271","차원의 틈 오메가: 시그마편 4"
752,"17","278","차원의 틈 오메가: 시그마편(영웅) 1"
753,"17","276","차원의 틈 오메가: 시그마편(영웅) 2"
754,"17","267","차원의 틈 오메가: 시그마편(영웅) 3"
755,"17","272","차원의 틈 오메가: 시그마편(영웅) 4"
758,"10","268","극 백호 토벌전"
761,"10","281","리오레우스 수렵전"
762,"10","282","극 리오레우스 수렵전"
763,"41","0","금단의 땅 에우레카: 파고스편"
768,"3","312","강엔 종묘"
769,"29","291","'새벽'의 소년"
776,"8","0","대등대 리도르아나"
777,"17","292","절 알테마 웨폰 파괴작전"
778,"10","284","츠쿠요미 토벌전"
779,"10","283","극 츠쿠요미 토벌전"
788,"3","333","성 모샨 식물원(어려움)"
790,"43","0","신생제 군사훈련"
791,"39","355","숨겨진 보루(기공전)"
792,"44","0","뛰어라! 점핑 운동회"
794,"33","341","보물고 우즈네어 운하 제전"
795,"41","0","금단의 땅 에우레카: 피로스편"
796,"45","0","데뷔전"
797,"29","336","쐐기돌 동굴"
798,"17","331","차원의 틈 오메가: 알파편 1"
799,"17","337","차원의 틈 오메가: 알파편 2"
800,"17","339","차원의 틈 오메가: 알파편 3"
801,"17","328","차원의 틈 오메가: 알파편 4"
802,"17","332","차원의 틈 오메가: 알파편(영웅) 1"
803,"17","338","차원의 틈 오메가: 알파편(영웅) 2"
804,"17","340","차원의 틈 오메가: 알파편(영웅) 3"
805,"17","329","차원의 틈 오메가: 알파편(영웅) 4"
806,"10","327","진 요우진보 토벌전"
810,"10","334","주작 토벌전"
811,"10","335","극 주작 토벌전"
821,"3","417","도느 메그"
822,"3","293","굴그 화산"
823,"3","374","키타나 신굴"
824,"10","361","청룡 토벌전"
825,"10","362","극 청룡 토벌전"
826,"8","0","오본느 수도원"
827,"41","0","금단의 땅 에우레카: 히다토스편"
830,"29","367","영웅을 위한 진혼가"
834,"29","371","바람의 어사"
835,"33","0","보물고 우즈네어 운하 외층"
836,"3","0","말리카 큰우물"
837,"3","370","홀민스터"
838,"3","373","아모로트"
840,"3","375","쌍둥이 시르쿠스"
841,"3","309","애나이더 아카데미아"
845,"10","393","티타니아 토벌전"
846,"10","395","이노센스 토벌전"
847,"10","379","하데스 토벌전"
848,"10","396","극 이노센스 토벌전"
849,"17","386","희망의 낙원 에덴: 각성편 1"
850,"17","377","희망의 낙원 에덴: 각성편 2"
851,"17","382","희망의 낙원 에덴: 각성편 3"
852,"17","380","희망의 낙원 에덴: 각성편 4"
853,"17","387","희망의 낙원 에덴: 각성편(영웅) 1"
854,"17","378","희망의 낙원 에덴: 각성편(영웅) 2"
855,"17","383","희망의 낙원 에덴: 각성편(영웅) 3"
856,"17","381","희망의 낙원 에덴: 각성편(영웅) 4"
858,"10","394","극 티타니아 토벌전"
859,"29","376","함정과 저주와 독"
860,"29","413","나바스아렝 폐허"
873,"29","389","흔들리는 천칭"
874,"29","399","고대의 대재생 마법"
875,"29","397","용기 있는 사냥꾼"
876,"29","401","나일베르트의 후회"
879,"33","409","보물고 리예 기아 지하미궁"
882,"8","0","복제된 공장 폐허"
883,"33","0","보물고 리예 기아 지하미궁 외층"
884,"3","419","그랑 코스모스"
885,"10","427","극 하데스 토벌전"
887,"17","428","절 알렉산더 토벌전"
888,"18","817","온살 하카이르(계절끝 합전)"
893,"29","430","하얀 서약, 검은 밀약"
894,"29","431","이 마음이 원하는 대로"
897,"10","434","루비 웨폰 파괴작전"
898,"3","432","애니드라스 아남네시스"
899,"44","0","뛰어라! 점핑 운동회"
900,"46","446","먼바다 낚시"
901,"47","445","디아뎀 제도"
902,"17","443","희망의 낙원 에덴: 공명편 1"
903,"17","441","희망의 낙원 에덴: 공명편 2"
904,"17","447","희망의 낙원 에덴: 공명편 3"
905,"17","436","희망의 낙원 에덴: 공명편 4"
906,"17","444","희망의 낙원 에덴: 공명편(영웅) 1"
907,"17","442","희망의 낙원 에덴: 공명편(영웅) 2"
908,"17","448","희망의 낙원 에덴: 공명편(영웅) 3"
909,"17","437","희망의 낙원 에덴: 공명편(영웅) 4"
911,"29","0","보즈야 사건"
912,"10","435","극 루비 웨폰 파괴작전"
913,"10","449","극 보즈야 추억전"
914,"29","433","그대, 영웅의 잠을 방해하는가"
916,"3","463","노르브란트"
917,"8","0","인형들의 군사 기지"
920,"48","0","남부 보즈야 전선"
922,"10","456","빛의 전사 토벌전"
923,"10","457","극 빛의 전사 토벌전"
924,"33","482","보물고 리예 기아 지하미궁 제전"
925,"29","477","날아라! 웰리트를 향하여"
926,"29","478","날아라! 웰리트를 향하여"
929,"47","445","디아뎀 제도"
932,"29","480","빛바랜 기억"
933,"3","497","마토야의 공방"
934,"10","498","에메랄드 웨폰 파괴작전"
935,"10","499","극 에메랄드 웨폰 파괴작전"
936,"52","0","군힐드 사원"
937,"53","0","군힐드 사원(영웅)"
938,"3","525","파글단"
939,"47","445","디아뎀 제도"
940,"50","0","트리플 트라이어드: 공식 토너먼트"
941,"51","0","트리플 트라이어드: 친선 토너먼트"
942,"17","504","희망의 낙원 에덴: 재생편 1"
943,"17","502","희망의 낙원 에덴: 재생편 2"
944,"17","500","희망의 낙원 에덴: 재생편 3"
945,"17","511","희망의 낙원 에덴: 재생편 4"
946,"17","505","희망의 낙원 에덴: 재생편(영웅) 1"
947,"17","503","희망의 낙원 에덴: 재생편(영웅) 2"
948,"17","501","희망의 낙원 에덴: 재생편(영웅) 3"
949,"17","512","희망의 낙원 에덴: 재생편(영웅) 4"
950,"10","537","다이아몬드 웨폰 포획작전"
951,"10","538","극 다이아몬드 웨폰 포획작전"
952,"3","550","조트 탑"
954,"29","508","바일브랜드 출항"
955,"29","509","갓 세이브 더 퀸"
966,"8","0","희망의 포대: '탑'"
968,"17","582","절 용시전쟁"
969,"3","548","바브일 탑"
970,"3","558","바나스파티"
973,"3","549","잔해별"
974,"3","554","휘페르보레아 조물원"
975,"48","0","자트노르 고원"
976,"3","553","스마일턴"
977,"29","555","여명의 사투"
978,"3","556","아이티온 별현미경"
986,"3","551","스티그마-4"
992,"10","595","조디아크 토벌전"
993,"10","598","극 조디아크 토벌전"
994,"34","0","유령의 연회"
995,"10","568","하이델린 토벌전"
996,"10","569","극 하이델린 토벌전"
997,"10","567","종언의 결전"
998,"10","610","종극의 결전"
1000,"33","585","보물고 익사이트론"
1002,"17","572","마의 전당 판데모니움: 변옥편 1"
1003,"17","573","마의 전당 판데모니움: 변옥편(영웅) 1"
1004,"17","565","마의 전당 판데모니움: 변옥편 2"
1005,"17","566","마의 전당 판데모니움: 변옥편(영웅) 2"
1006,"17","591","마의 전당 판데모니움: 변옥편 3"
1007,"17","592","마의 전당 판데모니움: 변옥편(영웅) 3"
1008,"17","588","마의 전당 판데모니움: 변옥편 4"
1009,"17","589","마의 전당 판데모니움: 변옥편(영웅) 4"
1010,"29","562","눈서리를 밟고"
1011,"29","563","어느 추운 밤에"
1012,"29","564","퍼져가는 종말"
1013,"29","584","효월의 종언"
1014,"29","594","선대 아젬과의 대련"
1015,"29","593","열린 길 저편으로"
1016,"29","561","화합을 향한 출항"
1017,"29","590","도마의 추도"
1018,"29","599","창천을 보며 나아가자"
1019,"29","596","우리는 돌아가 그대를 보내리"
1020,"29","586","큰낫의 의미"
1021,"29","587","암살의 길"
1022,"29","559","현자의 짧은 지팡이"
1023,"29","560","생명은 덧없으나 기술은 영원하리"
1036,"3","24","사스타샤 침식 동굴"
1037,"3","28","탐타라 묘소"
1038,"3","603","구리종 광산"
1039,"3","31","토토라크 감옥"
1040,"3","602","하우케타 별궁"
1041,"3","25","브레이플록스의 야영지"
1042,"3","12","돌방패 경계초소"
1043,"3","611","카스트룸 메리디아눔"
1044,"3","605","마도성 프라이토리움"
1045,"10","5","이프리트 토벌전"
1046,"10","6","타이탄 토벌전"
1047,"10","10","가루다 토벌전"
1048,"10","618","알테마 웨폰 파괴작전"
1049,"29","620","리트아틴 강습전"
1050,"3","607","알자달 해저 유적"
1051,"29","604","네르바의 제국"
1052,"29","616","아씨엔 라하브레아 토벌전"
1054,"8","0","찬란한 신역 아글라이아"
1062,"3","634","얼음외투 대빙벽"
1063,"3","626","묵약의 탑"
1064,"3","111","솜 알"
1065,"3","627","용의 둥지"
1066,"3","93","이슈가르드 교황청"
1067,"10","625","선왕 모그루 모그 XII세 토벌전"
1068,"29","654","성도 이슈가르드 방어전"
1069,"4","0","변형 던전: 실디하 지하수도"
1070,"3","628","트로이아 궁정"
1071,"10","629","바르바리차 토벌전"
1072,"10","630","극 바르바리차 토벌전"
1075,"57","645","파생 던전: 번외 실디하 지하수도"
1076,"58","649","파생 던전: 번외 실디하 지하수도(영웅)"
1080,"33","585","보물고 익사이트론 외층"
1081,"17","641","마의 전당 판데모니움: 연옥편 1"
1082,"17","642","마의 전당 판데모니움: 연옥편(영웅) 1"
1083,"17","632","마의 전당 판데모니움: 연옥편 2"
1084,"17","633","마의 전당 판데모니움: 연옥편(영웅) 2"
1085,"17","643","마의 전당 판데모니움: 연옥편 3"
1086,"17","644","마의 전당 판데모니움: 연옥편(영웅) 3"
1087,"17","639","마의 전당 판데모니움: 연옥편 4"
1088,"17","640","마의 전당 판데모니움: 연옥편(영웅) 4"
1091,"29","631","잃어버린 힘"
1095,"10","688","루비칸테 토벌전"
1096,"10","689","극 루비칸테 토벌전"
1097,"3","655","라피스 마날리스"
1098,"44","0","뛰어라! 점핑 운동회"
1099,"31","669","에우레카 오르토스 B1~B10"
1100,"31","670","에우레카 오르토스 B11~B20"
1101,"31","671","에우레카 오르토스 B21~B30"
1102,"31","672","에우레카 오르토스 B31~B40"
1103,"31","673","에우레카 오르토스 B41~B50"
1104,"31","674","에우레카 오르토스 B51~B60"
1105,"31","675","에우레카 오르토스 B61~B70"
1106,"31","676","에우레카 오르토스 B71~B80"
1107,"31","677","에우레카 오르토스 B81~B90"
1108,"31","678","에우레카 오르토스 B91~B100"
1109,"3","90","구브라 환상도서관"
1110,"3","681","마과학 연구소"
1111,"3","666","거꾸로 선 탑"
1112,"3","667","소르 카이"
1113,"3","668","젤파톨"
1114,"3","202","바일사르 장성"
1115,"29","665","은밀한 음모"
1118,"8","657","환희의 신역 에우프로시네"
1120,"29","682","빵 하나와 바꾸어"
1122,"17","687","절 오메가 검증전"
1123,"33","664","보물고 엘피스 김나시온 제전"
1126,"3","690","함 섬"
1127,"27","784","공격 표식에 따라 대처하자!"
1128,"27","785","지면에 표시되는 공격 조짐을 읽자!"
1129,"27","786","다양한 공격에 대처하자!"
1136,"10","740","아수라 토벌전"
1137,"4","0","변형 던전: 육근산"
1140,"10","712","골베자 토벌전"
1141,"10","713","극 골베자 토벌전"
1142,"3","228","세이렌 해"
1143,"3","215","바르담 패도"
1144,"3","0","도마 성"
1145,"3","694","카스트룸 아바니아"
1146,"3","227","알라미고"
1147,"17","710","마의 전당 판데모니움: 천옥편 1"
1148,"17","711","마의 전당 판데모니움: 천옥편(영웅) 1"
1149,"17","709","마의 전당 판데모니움: 천옥편 2"
1150,"17","714","마의 전당 판데모니움: 천옥편(영웅) 2"
1151,"17","706","마의 전당 판데모니움: 천옥편 3"
1152,"17","707","마의 전당 판데모니움: 천옥편(영웅) 3"
1153,"17","704","마의 전당 판데모니움: 천옥편 4"
1154,"17","705","마의 전당 판데모니움: 천옥편(영웅) 4"
1155,"57","696","파생 던전: 번외 육근산"
1156,"58","700","파생 던전: 번외 육근산(영웅)"
1163,"46","0","먼바다 낚시"
1164,"3","733","달의 지하계곡"
1165,"59","739","블런더빌"
1166,"29","734","염영의 여로"
1167,"3","749","이후이카 투무"
1168,"10","737","제로무스 토벌전"
1169,"10","738","극 제로무스 토벌전"
1172,"3","261","스칼라 유적"
1173,"3","330","영구 초토지대"
1174,"3","368","김리트 황야"
1176,"4","0","변형 던전: 알로알로 섬"
1177,"29","735","그 눈동자가 바라보는 것"
1178,"8","727","번영의 신역 탈레이아"
1179,"57","718","파생 던전: 번외 알로알로 섬"
1180,"58","722","파생 던전: 번외 알로알로 섬(영웅)"
1193,"3","743","워코 조모"
1194,"3","747","하늘심연 세노테"
1195,"10","753","발리가르만다 토벌전"
1196,"10","754","극 발리가르만다 토벌전"
1198,"3","748","뱅가드"
1199,"3","756","알렉산드리아"
1200,"10","750","조라쟈 토벌전"
1201,"10","751","극 조라쟈 토벌전"
1202,"10","760","이터널 퀸 토벌전"
1203,"3","745","사보텐더 계곡"
1204,"3","679","헤매는 성"
1208,"3","742","오리제닉스"
1209,"33","744","보물고 세노테 쟈쟈구랄"
1210,"29","764","왕으로서, 아버지로서"
1211,"29","765","행복을 지키기 위한 싸움"
1212,"29","757","친구의 시련"
1213,"29","766","지키는 자, 파괴하는 자"
1214,"29","783","잠이 들어도, 잠에서 깨어나도"
1215,"29","752","독과 치유의 결전"
1216,"29","761","어엿한 사냥꾼"
1217,"29","779","타도! 샬토피트 도적단"
1218,"29","781","제기로 만든 허상"
1225,"17","767","아르카디아 선수권: 라이트헤비급 1"
1226,"17","782","아르카디아 선수권: 라이트헤비급(영웅) 1"
1227,"17","774","아르카디아 선수권: 라이트헤비급 2"
1228,"17","775","아르카디아 선수권: 라이트헤비급(영웅) 2"
1229,"17","758","아르카디아 선수권: 라이트헤비급 3"
1230,"17","759","아르카디아 선수권: 라이트헤비급(영웅) 3"
1231,"17","762","아르카디아 선수권: 라이트헤비급 4"
1232,"17","763","아르카디아 선수권: 라이트헤비급(영웅) 4"
1233,"29","780","떠돌이 화가는 숲의 도시로"
1234,"29","778","떠돌이 화가는 환상 속으로"
1235,"29","768","바이퍼의 사명"
1236,"29","769","투랄비드랄을 사냥하는 자"
1238,"17","837","절 또 하나의 미래"
1241,"36","793","멸 어둠의 구름 격투전"
1242,"3","796","유웨야와타"
1243,"10","808","극 이터널 퀸 토벌전"
1244,"29","797","왕의 가족"
1245,"3","787","할라탈리 수련장"
1246,"29","818","결전, 조고 영결교"
1248,"8","804","쥬노: 첫 번째 반향세계"
1252,"61","873","초승달 섬: 남부편"
1256,"17","849","아르카디아 선수권: 크루저급 1"
1257,"17","850","아르카디아 선수권: 크루저급(영웅) 1"
1258,"17","822","아르카디아 선수권: 크루저급 2"
1259,"17","823","아르카디아 선수권: 크루저급(영웅) 2"
1260,"17","847","아르카디아 선수권: 크루저급 3"
1261,"17","848","아르카디아 선수권: 크루저급(영웅) 3"
1262,"17","820","아르카디아 선수권: 크루저급 4"
1263,"17","821","아르카디아 선수권: 크루저급(영웅) 4"
1266,"3","834","언더킵"
1267,"3","836","카른의 무너진 사원"
1270,"10","845","젤레니아 토벌전"
1271,"10","846","극 젤레니아 토벌전"
1273,"18","58","외곽 유적지대(제압전)"
1279,"33","870","보물고 볼트 오네이론"
1281,"31","859","노르브란트 순례길 제1~10순례길"
1282,"31","860","노르브란트 순례길 제11~20순례길"
1283,"31","861","노르브란트 순례길 제21~30순례길"
1284,"31","862","노르브란트 순례길 제31~40순례길"
1285,"31","863","노르브란트 순례길 제41~50순례길"
1286,"31","864","노르브란트 순례길 제51~60순례길"
1287,"31","865","노르브란트 순례길 제61~70순례길"
1288,"31","866","노르브란트 순례길 제71~80순례길"
1289,"31","867","노르브란트 순례길 제81~90순례길"
1290,"31","868","노르브란트 순례길 제91~100순례길"
1292,"3","857","메인 터미널"
1295,"10","874","영원한 어둠 토벌전"
1296,"10","875","극 영원한 어둠 토벌전"
1298,"34","879","발렌티온 제과점"
1300,"10","876","수호룡 알슈베르도 수렵전"
1303,"3","871","나무꾼의 비명"
1304,"8","852","산도리아: 두 번째 반향세계"
1306,"10","877","극 수호룡 알슈베르도 수렵전"
1307,"10","893","글라시아 라볼라스 토벌전"
1308,"10","894","극 글라시아 라볼라스 토벌전"
1311,"31","869","시상 드높은 비애 토벌전"
1313,"18","58","워코 치테(연습전)"
1314,"3","880","안개여로"
1315,"4","0","변형 던전: 상인 이야기"
1316,"4","0","상급 변형 던전: 상인 이야기"
1317,"57","0","파생 던전: 번외 상인 이야기"
1320,"17","898","아르카디아 선수권: 헤비급 1"
1321,"17","899","아르카디아 선수권: 헤비급(영웅) 1"
1322,"17","903","아르카디아 선수권: 헤비급 2"
1323,"17","904","아르카디아 선수권: 헤비급(영웅) 2"
1324,"17","895","아르카디아 선수권: 헤비급 3"
1325,"17","896","아르카디아 선수권: 헤비급(영웅) 3"
1326,"17","897","아르카디아 선수권: 헤비급 4"
1327,"17","902","아르카디아 선수권: 헤비급(영웅) 4"
1328,"29","0","이웃과 손을 맞잡고"
1330,"3","892","제멜 요새"
1331,"3","891","금빛 골짜기"
1333,"31","868","드높은 비애 토벌전"
1345,"3","926","클리테우스 마도 공장"
1361,"10","957","에누오 토벌전"
1362,"10","958","극 에누오 토벌전"
1366,"3","101","어스름 요새"
1367,"3","969","시스이 궁"
1368,"8","913","윈더스: 세 번째 반향세계"
1372,"10","955","환 신룡 토벌전"
