key,0,1,2
547,"27","0","Feindliche Verstärkung aufhalten"
548,"27","0","Mit dem Gelände interagieren"
549,"27","0","Verbündete heilen"
550,"27","0","Mehrere Verbündete heilen"
551,"27","0","Angriffen ausweichen"
552,"27","0","Letzte Übung"
554,"18","58","Feld der Ehre (Zersplitterung)"
556,"8","0","Die Stadt der Tränen"
557,"3","162","Schiffbrecher-Insel (schwer)"
558,"33","0","Aquapolis"
559,"10","155","Der letzte Schicksalsweg"
560,"29","0","Blutiges Wieder<->sehen"
561,"31","156","Palast der Toten (Ebenen 1-10)"
562,"31","157","Palast der Toten (Ebenen 11-20)"
563,"31","158","Palast der Toten (Ebenen 21-30)"
564,"31","159","Palast der Toten (Ebenen 31-40)"
565,"31","160","Palast der Toten (Ebenen 41-50)"
566,"10","147","Das Lied von Nidhoggs letztem Ruf"
571,"34","176","Das Geisterschloss"
576,"10","168","Götterdämmerung - Sophia"
577,"10","169","Zenit der Götter - Sophia"
578,"3","175","Große Gubal-Bibliothek (schwer)"
579,"35","77","Triple Triad: Weltensalon"
580,"16","163","Alexander - Augen des Schöpfers"
581,"16","165","Alexander - Atem des Schöpfers"
582,"16","170","Alexander - Herz des Schöpfers"
583,"17","172","Alexander - Seele des Schöpfers"
584,"16","164","Alexander - Augen des Schöpfers (episch)"
585,"16","166","Alexander - Atem des Schöpfers (episch)"
586,"16","171","Alexander - Herz des Schöpfers (episch)"
587,"17","173","Alexander - Seele des Schöpfers (episch)"
589,"25","0","Kampf der Trabanten: Gegen Spieler (um RP)"
590,"25","0","Kampf der Trabanten: Turnier (gegen Spieler)"
591,"25","0","Kampf der Trabanten: Gegen Spieler (ohne RP)"
592,"29","192","Weltenübergreifendes Schicksal"
593,"31","177","Palast der Toten (Ebenen 51 - 60)"
594,"31","178","Palast der Toten (Ebenen 61 - 70)"
595,"31","179","Palast der Toten (Ebenen 71 - 80)"
596,"31","180","Palast der Toten (Ebenen 81 - 90)"
597,"31","181","Palast der Toten (Ebenen 91 - 100)"
598,"31","182","Palast der Toten (Ebenen 101 - 110)"
599,"31","183","Palast der Toten (Ebenen 111 - 120)"
600,"31","184","Palast der Toten (Ebenen 121 - 130)"
601,"31","185","Palast der Toten (Ebenen 131 - 140)"
602,"31","186","Palast der Toten (Ebenen 141 - 150)"
603,"31","187","Palast der Toten (Ebenen 151 - 160)"
604,"31","188","Palast der Toten (Ebenen 161 - 170)"
605,"31","189","Palast der Toten (Ebenen 171 - 180)"
606,"31","190","Palast der Toten (Ebenen 181 - 190)"
607,"31","191","Palast der Toten (Ebenen 191 - 200)"
616,"3","0","Shisui"
617,"3","201","Sohm Al (schwer)"
623,"3","215","Bardams Probe"
624,"38","131","Das Diadem - Jagdgründe (leicht)"
625,"38","131","Das Diadem - Jagdgründe"
626,"3","228","Sirenen-See"
627,"8","0","Dun Scaith"
633,"29","206","Heliodrom"
637,"10","204","Götterdämmerung - Zurvan"
638,"10","205","Zenit der Götter - Zurvan"
656,"26","0","Das Diadem - Nophicas Prüfung"
660,"3","0","Burg Doma"
661,"3","214","Castrum Abania"
662,"3","242","Schloss Kugane"
663,"3","229","Tempel der Faust"
665,"29","247","Ein zweifelhaftes Angebot"
674,"10","216","Götterdämmerung - Susano"
677,"10","217","Zenit der Götter - Susano"
679,"10","212","Königliche Menagerie"
684,"29","251","Wege zur Transzendenz"
688,"29","249","Naadam"
689,"3","227","Ala Mhigo"
690,"29","0","Interdimensionaler Riss"
691,"17","243","Deltametrie 1.0"
692,"17","241","Deltametrie 2.0"
693,"17","234","Deltametrie 3.0"
694,"17","236","Deltametrie 4.0"
695,"17","244","Deltametrie 1.0 (episch)"
696,"17","240","Deltametrie 2.0 (episch)"
697,"17","235","Deltametrie 3.0 (episch)"
698,"17","237","Deltametrie 4.0 (episch)"
705,"29","230","Thal zu Ehren"
706,"29","231","Die hohe Kunst des Schwertkampfs"
707,"29","0","Die Kraft des Widerstands"
708,"29","0","Mord ist sein Hobby"
709,"29","209","Der Inbegriff des Bösen"
710,"29","0","Vorfall auf dem Matsuba-Platz"
711,"29","0","Ent<->schei<->dungs<->schlacht auf Bekko"
712,"33","0","Kanäle von Uznair"
713,"29","0","Der tobende Drache"
714,"29","0","Der Rubin-Drachenreiter"
715,"29","0","Probe des Meisters"
716,"29","0","Aus der Tiefe des Herzens"
717,"29","232","Die Urkraft in ihr"
718,"29","233","Kriegerische Leidenschaft"
719,"10","239","Götterdämmerung - Lakshmi"
720,"10","226","Zenit der Götter - Lakshmi"
722,"29","0","Ein Wunsch aus alten Zeiten"
723,"29","0","Aus dem Verborgenen"
725,"33","0","Vergessene Kanäle von Uznair"
729,"39","262","Astragalos"
730,"10","260","Heldenlied von Shinryu"
731,"3","261","Die versunkene Stadt Skalla"
732,"41","0","Eureka Anemos"
733,"17","255","Endlose Schatten von Bahamut (fatal)"
734,"8","0","Rabanastre"
741,"34","0","Valentionzeremonie"
742,"3","273","Höllenspund"
743,"3","274","Die Fraktal-Kontinuum (schwer)"
746,"10","269","Seelentanz - Byakko"
748,"17","277","Sigmametrie 1.0"
749,"17","275","Sigmametrie 2.0"
750,"17","266","Sigmametrie 3.0"
751,"17","271","Sigmametrie 4.0"
752,"17","278","Sigmametrie 1.0 (episch)"
753,"17","276","Sigmametrie 2.0 (episch)"
754,"17","267","Sigmametrie 3.0 (episch)"
755,"17","272","Sigmametrie 4.0 (episch)"
758,"10","268","Seelensturm - Byakko"
761,"10","281","Jagd auf Rathalos"
762,"10","282","Jagd auf Rathalos (schwer)"
763,"41","0","Eureka Pagos"
768,"3","312","Kompass der Schwalbe"
769,"29","291","Der Knabe der Morgenröte"
776,"8","0","Richtfeuer von Ridorana"
777,"17","292","Heldenlied von Ultima (fatal)"
778,"10","284","Götterdämmerung - Tsukuyomi"
779,"10","283","Zenit der Götter - Tsukuyomi"
788,"3","333","Sankt Mocianne-Arboretum (schwer)"
789,"3","330","Das Kargland"
790,"43","0","Gedenkschlacht der Eorzäischen Allianz"
791,"39","355","Verborgene Schlucht"
792,"44","0","Kaktor-Kletterwand"
793,"3","368","Die Ghimlyt-Finsternis"
794,"33","341","Glücksaltäre von Uznair"
795,"41","0","Eureka Pyros"
796,"45","0","Debüt in der Himmlischen Arena"
797,"29","336","Der Wille der Mondgöttin"
798,"17","331","Alphametrie 1.0"
799,"17","337","Alphametrie 2.0"
800,"17","339","Alphametrie 3.0"
801,"17","328","Alphametrie 4.0"
802,"17","332","Alphametrie 1.0 (episch)"
803,"17","338","Alphametrie 2.0 (episch)"
804,"17","340","Alphametrie 3.0 (episch)"
805,"17","329","Alphametrie 4.0 (episch)"
806,"10","327","Duell auf der Kugane-Brücke"
810,"10","334","Seelentanz - Suzaku"
811,"10","335","Seelensturm - Suzaku"
821,"3","417","Dohn Mheg"
822,"3","293","Der Gulg"
823,"3","374","Irrungen der Qitari"
824,"10","361","Seelentanz - Seiryu"
825,"10","362","Seelensturm - Seiryu"
826,"8","0","Kloster von Orbonne"
827,"41","0","Eureka Hydatos"
830,"29","367","Requiem der Helden"
834,"29","371","Durch den Sturm und zurück"
836,"3","0","Malikahs Brunnen"
837,"3","370","Holminster"
838,"3","373","Amaurot"
840,"3","375","Der Kristallzwilling"
841,"3","309","Akadaemia Anyder"
845,"10","393","Offenbarung - Titania"
846,"10","395","Offenbarung - Innozenz"
847,"10","379","Offenbarung - Hades"
848,"10","396","Letzte Läuterung - Innozenz"
849,"17","386","Edens Erwachen - Auferstehung"
850,"17","377","Edens Erwachen - Niederkunft"
851,"17","382","Edens Erwachen - Überflutung"
852,"17","380","Edens Erwachen - Beerdigung"
853,"17","387","Edens Erwachen - Auferstehung (episch)"
854,"17","378","Edens Erwachen - Niederkunft (episch)"
855,"17","383","Edens Erwachen - Überflutung (episch)"
856,"17","381","Edens Erwachen - Beerdigung (episch)"
858,"10","394","Letzte Läuterung - Titania"
859,"29","376","Der Beichtstuhl von Toupasa dem Älteren"
860,"29","413","Vater und Bruder"
873,"29","389","Ob Mitleid oder Hass"
874,"29","399","Alter Zauber"
875,"29","397","Der Legende auf der Spur"
876,"29","401","Ein großes Opfer"
879,"33","409","Verliese von Lyhe Ghiah"
882,"8","0","Die kopierte Fabrik"
884,"3","419","Chateau Cosmea"
885,"10","427","Letzte Läuterung - Hades"
887,"17","428","Alexander (fatal)"
888,"18","817","Onsal Hakair (Danshig Naadam)"
893,"29","430","Der Wolf und der Drachenreiter"
894,"29","431","Trubel im Traumland"
897,"10","434","Rubinfeuer - Entfesselung"
898,"3","432","Anamnesis Anyder"
899,"44","0","Kaktor-Kletterwand"
900,"46","446","Auf großer Fahrt"
901,"47","445","Das Diadem - Erschließung"
902,"17","443","Edens Resonanz - Entladung"
903,"17","441","Edens Resonanz - Raserei"
904,"17","447","Edens Resonanz - Bildersturm"
905,"17","436","Edens Resonanz - Erstarrung"
906,"17","444","Edens Resonanz - Entladung (episch)"
907,"17","442","Edens Resonanz - Raserei (episch)"
908,"17","448","Edens Resonanz - Bildersturm (episch)"
909,"17","437","Edens Resonanz - Erstarrung (episch)"
911,"29","0","Der Bozja-Vorfall"
912,"10","435","Rubinfeuer - Trauma"
913,"10","449","Memoria Misera (extrem)"
914,"29","433","Von schlafenden Helden"
916,"3","463","Schlacht um Norvrandt"
917,"8","0","Die Puppenfestung"
920,"48","0","Bozja-Südfront"
922,"10","456","Krieger des Lichts"
923,"10","457","Krieger des Lichts (extrem)"
924,"33","482","Das Karussell von Lyhe Ghiah"
925,"29","477","Luftangriff auf Werlyt"
926,"29","478","Luftangriff auf Werlyt"
929,"47","445","Das Diadem - Erschließung"
932,"29","480","Verblasste Erinnerungen"
933,"3","497","Matoyas Atelier"
934,"10","498","Smaragdsturm - Entfesselung"
935,"10","499","Smaragdsturm - Trauma"
936,"52","0","Delubrum Reginae"
937,"53","0","Delubrum Reginae (episch)"
938,"3","525","Die Goldene Ebene von Paglth'an"
939,"47","445","Das Diadem - Erschließung"
940,"50","0","Triple Triad: Manderville-Turnier"
941,"51","0","Triple Triad: Privatturnier"
942,"17","504","Edens Verheißung - Umbra"
943,"17","502","Edens Verheißung - Litanei"
944,"17","500","Edens Verheißung - Anamorphose"
945,"17","511","Edens Verheißung - Ewigkeit"
946,"17","505","Edens Verheißung - Umbra (episch)"
947,"17","503","Edens Verheißung - Litanei (episch)"
948,"17","501","Edens Verheißung - Anamorphose (episch)"
949,"17","512","Edens Verheißung - Ewigkeit (episch)"
950,"10","537","Diamantblitz - Entfesselung"
951,"10","538","Diamantblitz - Trauma"
952,"3","550","Der Turm von Zot"
954,"29","508","Gute Winde für Vylbrand"
955,"29","509","Hinab in die Ruinen"
966,"8","0","Der Turm, Paradigmenbrecher"
968,"17","582","Drachenkrieg (fatal)"
969,"3","548","Der Turm von Babil"
970,"3","558","Vanaspati"
973,"3","549","Das Sternengrab"
974,"3","554","Ktisis Hyperboreia"
975,"48","0","Zadnor-Hochebene"
976,"3","553","Smileton"
977,"29","555","Kampf im Morgengrauen"
978,"3","556","Das Aitiaskop"
986,"3","551","Stigma-Holometrie"
992,"10","595","Prophetie - Zodiark"
993,"10","598","Eschatos - Zodiark"
994,"34","0","Lustiges Bankett"
995,"10","568","Prophetie - Hydaelyn"
996,"10","569","Eschatos - Hydaelyn"
997,"10","567","Prophetie - Endsängerin"
998,"10","610","Eschatos - Endsängerin"
1000,"33","585","Euphoratron"
1002,"17","572","Asphodelos - Erster Kreis"
1003,"17","573","Asphodelos - Erster Kreis (episch)"
1004,"17","565","Asphodelos - Zweiter Kreis"
1005,"17","566","Asphodelos - Zweiter Kreis (episch)"
1006,"17","591","Asphodelos - Dritter Kreis"
1007,"17","592","Asphodelos - Dritter Kreis (episch)"
1008,"17","588","Asphodelos - Vierter Kreis"
1009,"17","589","Asphodelos - Vierter Kreis (episch)"
1010,"29","562","Ein frostiger Empfang"
1011,"29","563","In fremder Haut"
1012,"29","564","Rote Himmel, roter Schnee"
1013,"29","584","Endschreiter"
1014,"29","594"," Es reimt sich auf Gebell"
1015,"29","593","Offen für neue Wege"
1016,"29","561","Im Hafen des Friedens"
1017,"29","590","Domanisches Begräbnis"
1018,"29","599","Der Weg zur Erneuerung"
1019,"29","596","Trauer und Hoffnung"
1020,"29","586","Die Bedeutung der Sense"
1021,"29","587","Die Kunst des Tötens"
1022,"29","559","Des Weisen wundersames Werkzeug"
1023,"29","560","Das Leben ist kurz, die Kunst ist lang"
1036,"3","24","Sastasha"
1037,"3","28","Totenacker Tam-Tara"
1038,"3","603","Kupferglocken-Mine"
1039,"3","31","Tausend Löcher von Toto-Rak"
1040,"3","602","Haukke-Herrenhaus"
1041,"3","25","Brüllvolx' Langrast"
1042,"3","12","Steinerne Wacht"
1043,"3","611","Castrum Meridianum - Außenbereich"
1044,"3","605","Castrum Meridianum - Praetorium"
1045,"10","5","Das Grab der Lohe"
1046,"10","6","Der Nabel"
1047,"10","10","Das Tosende Auge"
1048,"10","618","Porta Decumana"
1049,"29","620","Kap Westwind"
1050,"3","607","Alzadaals Vermächtnis"
1051,"29","604","Nervas Reich"
1052,"29","616","Das Antlitz der Kaltblütigkeit"
1054,"8","0","Aglaia"
1062,"3","634","Das Schneekleid"
1063,"3","626","Hüter des Sees"
1064,"3","111","Sohm Al"
1065,"3","627","Nest des Drachen"
1066,"3","93","Erzbasilika"
1067,"10","625","Königliche Konfrontation (schwer)"
1068,"29","654","Der Schicksalsweg"
1069,"4","0","Die Unterstadt von Sil'dih"
1070,"3","628","Der Schwarze Hof von Troia"
1071,"10","629","Prophetie - Barbarizia"
1072,"10","630","Eschatos - Barbarizia"
1075,"57","645","Die kuriose Unterstadt von Sil'dih"
1076,"58","649","Die kuriose Unterstadt von Sil'dih (episch)"
1081,"17","641","Abyssos - Fünfter Kreis"
1082,"17","642","Abyssos - Fünfter Kreis (episch)"
1083,"17","632","Abyssos - Sechster Kreis"
1084,"17","633","Abyssos - Sechster Kreis (episch)"
1085,"17","643","Abyssos - Siebter Kreis"
1086,"17","644","Abyssos - Siebter Kreis (episch)"
1087,"17","639","Abyssos - Achter Kreis"
1088,"17","640","Abyssos - Achter Kreis (episch)"
1091,"29","631","Wo alles seinen Anfang nimmt"
1095,"10","688","Prophetie - Rubicante"
1096,"10","689","Eschatos - Rubicante"
1097,"3","655","Lapis Manalis"
1098,"44","0","Kaktor-Kletterwand"
1099,"31","669","Eureka Orthos (Ebenen 1-10)"
1100,"31","670","Eureka Orthos (Ebenen 11-20)"
1101,"31","671","Eureka Orthos (Ebenen 21-30)"
1102,"31","672","Eureka Orthos (Ebenen 31-40)"
1103,"31","673","Eureka Orthos (Ebenen 41-50)"
1104,"31","674","Eureka Orthos (Ebenen 51-60)"
1105,"31","675","Eureka Orthos (Ebenen 61-70)"
1106,"31","676","Eureka Orthos (Ebenen 71-80)"
1107,"31","677","Eureka Orthos (Ebenen 81-90)"
1108,"31","678","Eureka Orthos (Ebenen 91-100)"
1109,"3","90","Große Gubal-Bibliothek"
1110,"3","681","Ätherochemisches For<->schungs<->labor"
1111,"3","666","Antiturm"
1112,"3","667","Sohr Khai"
1113,"3","668","Xelphatol"
1114,"3","202","Baelsar-Wall"
1115,"29","665","Väterliche Liebe"
1118,"8","657","Euphrosyne"
1120,"29","682","Der Wert einer Buuds"
1122,"17","687","Omega (fatal)"
1123,"33","664","Gymnasion Agonon"
1126,"3","690","Ätherborn"
1127,"27","784","Achte auf Attackenmarkierungen!"
1128,"27","785","Achte auf Geländemarkierungen!"
1129,"27","786","Stelle dich allerlei Angriffsmanövern!"
1136,"10","740","Prophetie - Asura"
1137,"4","0","Der Rokkon"
1140,"10","712","Prophetie - Golbez"
1141,"10","713","Eschatos - Golbez"
1142,"3","228","Sirenen-See"
1143,"3","215","Bardams Probe"
1144,"3","0","Burg Doma"
1145,"3","694","Castrum Abania"
1146,"3","227","Ala Mhigo"
1147,"17","710","Anabaseios - Neunter Kreis"
1148,"17","711","Anabaseios - Neunter Kreis (episch)"
1149,"17","709","Anabaseios - Zehnter Kreis"
1150,"17","714","Anabaseios - Zehnter Kreis (episch)"
1151,"17","706","Anabaseios - Elfter Kreis"
1152,"17","707","Anabaseios - Elfter Kreis (episch)"
1153,"17","704","Anabaseios - Zwölfter Kreis"
1154,"17","705","Anabaseios - Zwölfter Kreis (episch)"
1155,"57","696","Der kuriose Rokkon"
1156,"58","700","Der kuriose Rokkon (episch)"
1163,"46","0","Auf großer Fahrt"
1164,"3","733","Monduntergrund"
1165,"59","739","Stolperville"
1166,"29","734","Der Pfad der Flammen"
1167,"3","749","Ihuykatumu"
1168,"10","737","Prophetie - Zeromus"
1169,"10","738","Eschatos - Zeromus"
1172,"3","261","Die versunkene Stadt Skalla"
1173,"3","330","Das Kargland"
1174,"3","368","Die Ghimlyt-Finsternis"
1176,"4","0","Aloalo"
1177,"29","735","Die Jagd ist eröffnet"
1178,"8","727","Thaleia"
1179,"57","718","Kurioses Aloalo"
1180,"58","722","Kurioses Aloalo (episch)"
1193,"3","743","Worqor Zormor"
1194,"3","747","Himmelstiefer Cenote"
1195,"10","753","Zel Tajaal - Valigarmanda"
1196,"10","754","Gok Tajaal - Valigarmanda"
1198,"3","748","Der Außenposten"
1199,"3","756","Alexandria"
1200,"10","750","Zel Tajaal - Zoraal Ja"
1201,"10","751","Gok Tajaal - Zoraal Ja"
1202,"10","760","Zel Tajaal - Ewige Königin"
1203,"3","745","Kaktorsenke"
1204,"3","679","Mahrlingen-Promenade"
1208,"3","742","Origenik"
1209,"33","744","Cenote Ja Ja Gural"
1210,"29","764","Des Vaters viele Sorgen"
1211,"29","765","Mit scharfer Axt und leichtem Lächeln"
1212,"29","757","Von Schuld und Sühne"
1213,"29","766","Schützer des Volkes, Schlächter des Volkes"
1214,"29","783","Neue Bande der Freund<->schaft"
1215,"29","752","Heilkunst gegen Hexerei"
1216,"29","761","Krönender Abschuss"
1217,"29","779","Der mächtigste Schild"
1218,"29","781","Ein Mythos in Trümmern"
1225,"17","767","Arkadion - Halbschwergewicht R1"
1226,"17","782","Arkadion - Halbschwergewicht R1 (episch)"
1227,"17","774","Arkadion - Halbschwergewicht R2"
1228,"17","775","Arkadion - Halbschwergewicht R2 (episch)"
1229,"17","758","Arkadion - Halbschwergewicht R3"
1230,"17","759","Arkadion - Halbschwergewicht R3 (episch)"
1231,"17","762","Arkadion - Halbschwergewicht R4"
1232,"17","763","Arkadion - Halbschwergewicht R4 (episch)"
1233,"29","780","Nächtliche Ruhestörung"
1234,"29","778","Begegnungen und Abschiede"
1235,"29","768","Einführung in die Viperologie"
1236,"29","769","Der Wille der Natur"
1238,"17","837","Eine zweite Zukunft (fatal)"
1239,"10","792","Traumprüfung - Byakko"
1241,"36","793","Die Wolke der Dunkelheit (chaotisch)"
1242,"3","796","Forschungsstation Yuweyawata"
1243,"10","808","Gok Tajaal - Ewige Königin"
1244,"29","797","Ein Land, eine Familie"
1245,"3","787","Halatali"
1248,"8","0","Jeuno: Die erste Etappe"
