key,0,1,2
#,Name,AttackType,Recast<100ms>
int32,str,int32,int32
89,"リング・オブ・ソーン",,25,
90,"ピアシングタロン",,25,
91,"二段突き",,25,
92,"ジャンプ",,300,
93,"竜槍",,600,
94,"イルーシブジャンプ",,300,
95,"スパインダイブ",,600,
96,"ドラゴンダイブ",,1200,
97,"ヘヴィショット",,25,
98,"ストレートショット",,25,
99,"ホークアイ",,900,
100,"ベノムバイト",,25,
101,"猛者の撃",,1200,
102,"フレイミングアロー",,600,
103,"ミザリーエンド",,120,
104,"静者の撃",,1200,
105,"スウィフトソング",魔法,25,
106,"クイックノック",,25,
107,"乱れ撃ち",,1200,
108,"影縫い",,400,
109,"ブラントアロー",,300,
110,"ブラッドレッター",,150,
111,"ワイドボレー",,25,
112,"リペリングショット",,300,
113,"ウィンドバイト",,25,
114,"賢人のバラード",魔法,1200,
115,"魔人のレクイエム",魔法,25,
116,"軍神のパイオン",魔法,1200,
117,"レイン・オブ・デス",,150,
118,"バトルボイス",,1200,
119,"ストーン",魔法,25,
120,"ケアル",魔法,25,
121,"エアロ",魔法,25,
122,"クルセードスタンス",,50,
123,"プロテス",魔法,25,
124,"メディカ",魔法,25,
125,"レイズ",魔法,25,
126,"エスナ",魔法,25,
127,"ストンラ",魔法,25,
128,"リポーズ",魔法,25,
129,"ストンスキン",魔法,25,
130,"女神の加護",,1200,
131,"ケアルガ",魔法,25,
132,"エアロラ",魔法,25,
133,"メディカラ",魔法,25,
134,"アクアオーラ",魔法,300,
135,"ケアルラ",魔法,25,
136,"神速魔",,1200,
137,"リジェネ",魔法,25,
138,"ディヴァインシール",,600,
139,"ホーリー",魔法,25,
140,"ベネディクション",,1800,
141,"ファイア",魔法,25,
142,"ブリザド",魔法,25,
143,"堅実魔",,300,
144,"サンダー",魔法,25,
145,"スリプル",魔法,25,
146,"ブリザラ",魔法,25,
147,"ファイラ",魔法,25,
148,"サンダラ",魔法,25,
149,"トランス",,50,
150,"迅速魔",,600,
151,"レサージー",魔法,300,
152,"ファイガ",魔法,25,
153,"サンダガ",魔法,25,
154,"ブリザガ",魔法,25,
155,"エーテリアルステップ",,100,
156,"コラプス",魔法,25,
157,"マバリア",,1200,
158,"マナフォント",,1200,
159,"フリーズ",魔法,25,
160,"アポカタスタシス",,1800,
161,"ウォール",,1200,
162,"フレア",魔法,25,
163,"ルイン",魔法,25,
164,"バイオ",魔法,25,
165,"サモン",魔法,30,
166,"エーテルフロー",,600,
167,"エナジードレイン",魔法,10,
168,"ミアズマ",魔法,25,
169,"ウイルス",魔法,900,
170,"サモンII",魔法,30,
171,"サステイン",魔法,25,
172,"ルインラ",魔法,25,
173,"リザレク",魔法,25,
174,"ベイン",魔法,100,
175,"アイ・フォー・アイ",,1800,
176,"ラウズ",魔法,600,
177,"ミアズラ",魔法,25,
178,"バイオラ",魔法,25,
179,"シャドウフレア",魔法,600,
180,"サモンIII",魔法,30,
181,"ミアズマバースト",魔法,10,
182,"トライバインド",魔法,25,
183,"スパー",,1200,
184,"エンキンドル",,1800,
185,"鼓舞激励の策",魔法,25,
186,"士気高揚の策",魔法,25,
187,"生命浄化法",魔法,25,
188,"野戦治療の陣",,300,
189,"生命活性法",,10,
190,"フィジク",魔法,25,
191,"ストンラスキン",魔法,25,
192,"",魔法,0,
193,"",,0,
194,"",,0,
195,"",,0,
196,"反撃効果",,0,
197,"シールドウォール",リミットブレイク,0,
198,"ストロングホールド",リミットブレイク,0,
199,"ラストバスティオン",リミットブレイク,0,
200,"ブレイバー",リミットブレイク,0,
201,"ブレードダンス",リミットブレイク,0,
202,"ファイナルヘヴン",リミットブレイク,0,
203,"スカイシャード",リミットブレイク,0,
204,"プチメテオ",リミットブレイク,0,
205,"メテオ",リミットブレイク,0,
206,"癒しの風",リミットブレイク,0,
207,"大地の息吹",リミットブレイク,0,
208,"生命の鼓動",リミットブレイク,0,
209,"",魔法,0,
210,"トライアングレート",,0,
211,"アーバーコール",,200,
212,"ステルス",,0,
213,"プレパレーション",,0,
214,"開拓者の手",,0,
215,"老農の知",,0,
216,"きこりの腕",,0,
217,"ノフィカの加護",,0,
218,"フィールドマスタリー",,0,
219,"ビエルゴの加護",,0,
220,"フィールドマスタリーII",,0,
221,"トゥルー・オブ・フォレスト",,0,
222,"ブレスドハーベスト",,0,
223,"",斬,0,
224,"ブレスドハーベストII",,0,
225,"リーフターン",,0,
226,"リーフターンII",,0,
227,"プロスペクト",,0,
228,"ランドサーベイ",,200,
229,"ステルス",,0,
230,"プレパレーション",,0,
231,"山師の直感",,0,
232,"石工の理",,0,
233,"彫工の力",,0,
234,"ナルザルの加護",,0,
235,"シャープビジョン",,0,
236,"メネフィナの加護",,0,
237,"シャープビジョンII",,0,
238,"トゥルー・オブ・ミネラル",,0,
239,"キングスイールド",,0,
240,"収集品採集",,0,
241,"キングスイールドII",,0,
242,"アナース",,0,
243,"アナースII",,0,
244,"ステディハンド",,0,
245,"ステディハンド",,0,
246,"ステディハンド",,0,
247,"ステディハンド",,0,
248,"ステディハンド",,0,
249,"ステディハンド",,0,
250,"ステディハンド",,0,
251,"ステディハンド",,0,
252,"インナークワイエット",,0,
253,"インナークワイエット",,0,
254,"インナークワイエット",,0,
255,"インナークワイエット",,0,
256,"インナークワイエット",,0,
257,"インナークワイエット",,0,
258,"インナークワイエット",,0,
259,"インナークワイエット",,0,
260,"グレートストライド",,0,
261,"グレートストライド",,0,
262,"グレートストライド",,0,
263,"グレートストライド",,0,
264,"グレートストライド",,0,
265,"グレートストライド",,0,
266,"グレートストライド",,0,
267,"グレートストライド",,0,
268,"泳がせ釣りII",,1800,
269,"ダブルフッキング",,0,
270,"アナースIII",,0,
271,"リーフターンIII",,0,
272,"バウンティフルイールドII",,0,
273,"バウンティフルハーベストII",,0,
274,"ナルザルの導き",,0,
275,"ノフィカの導き",,0,
276,"リラックス",,0,
277,"工面算段",,0,
278,"マニピュレーション",,0,
279,"倹約",,0,
280,"十二神の加護",,0,
281,"ステディハンドII",,0,
282,"十二神の加護",,0,
283,"工面算段II",,0,
284,"イノベーション",,0,
285,"倹約II",,0,
286,"コンファートゾーン",,0,
287,"リクレイム",,0,
288,"釣り餌",,0,
289,"キャスティング",,0,
290,"アーバーコールII",,200,
291,"ランドサーベイII",,200,
292,"リムレーンの加護",,0,
293,"サリャクの加護",,0,
294,"フィールドマスタリーIII",,0,
295,"シャープビジョンIII",,0,
296,"フッキング",,0,
297,"泳がせ釣り",,0,
298,"ステルス",,0,
299,"中断",,0,
300,"リリース",,0,
301,"直感選別II",,0,
302,"直感選別II",,0,
303,"スニーク",,0,
304,"スニーク",,0,
305,"スニーク",,0,
306,"",,0,
307,"サイレス",,300,
308,"パライズ",,300,
309,"ヘイスト",,300,
310,"スロウ",,300,
311,"ブレイズスパイク",,300,
312,"アイススパイク",,300,
313,"ショックスパイク",,300,
314,"物理ストンスキン",,300,
315,"魔法ストンスキン",,300,
316,"ストンスキン",,300,
317,"ファウルブレス",ブレス,60,
318,"フロストブレス",ブレス,60,
319,"フーキック",打,60,
320,"スタンピード",打,60,
321,"ビッグホーン",打,60,
322,"つぶて打ち",突,30,
323,"毒手",,60,
324,"かっぱらい",,60,
325,"サンダーストライク",魔法,60,
326,"サンダーストーム",,60,
327,"スティッキーウェブ",,60,
328,"コースティックスプレー",,60,
329,"デッドリースラスト",突,60,
330,"デッドリースラスト",,60,
331,"ウィングカッター",魔法,60,
332,"戦慄の叫声",,60,
333,"ヨークシャワー",,60,
334,"猪突猛進",打,60,
335,"怒髪天",,60,
336,"叫喚",,150,
337,"自爆",魔法,60,
338,"爆燃",,60,
339,"爆轟",,60,
340,"モーティファイ",,60,
341,"ヘルスラッシュ",斬,60,
342,"ソウルドレイン",ブレス,60,
343,"死の呪い",,60,
344,"シードボレー",突,30,
345,"サワーサフ",,60,
346,"スウィフトサフ",魔法,60,
347,"スティッキータン",打,60,
348,"ガマの脂",,60,
349,"ラングイドラップ",,60,
350,"マイクロブラスター",,60,
351,"チャージドホイスカー",,60,
352,"カオティックアイ",,60,
353,"ブラスター",,60,
354,"キュリオシティ",,60,
355,"メガブラスター",魔法,60,
356,"アイアンジャスティス",斬,60,
357,"キングスウィル",,60,
358,"サフェリングブレード",,60,
359,"アブソリューションブレード",,60,
360,"リペンタンスブレード",,60,
361,"フラットブレード",斬,60,
362,"マインドブラスト",魔法,60,
363,"ドレインタッチ",打,200,
364,"アシッドミスト",,60,
365,"アシッドミスト",,60,
366,"アシッドミスト",,60,
367,"アシッドミスト",,60,
368,"目つぶし",,60,
369,"つぶて打ち",突,60,
370,"ボンバディア",打,60,
371,"インフェスティション",,60,
372,"スポイル",,60,
373,"サマーソルトスラッシュ",打,60,
374,"ナットシェル",,60,
375,"ナットシェル",,60,
376,"ナットシェル",,60,
377,"スキャンパー",,60,
378,"吸血",ブレス,60,
379,"超音波",,60,
380,"超音波",,60,
381,"液汁散布",魔法,60,
382,"粘汁散布",,60,
383,"忘汁散布",,60,
384,"アジテーション",打,60,
385,"アジテーション",打,60,
386,"アジテーション",打,60,
387,"スナップジョー",斬,60,
388,"コロシヴスピット",,60,
389,"コロシヴスピット",,60,
390,"プロビスカス",突,60,
391,"吸血",突,60,
392,"吸血",,60,
393,"ブラインディングバースト",,60,
394,"凪の光",,60,
395,"呪縛",,60,
396,"ハイファウィップ",打,60,
397,"クイージークラウド",,60,
398,"スランバークラウド",,60,
399,"ロンプ",打,60,
400,"情熱の律動",,60,
401,"熱狂撃",打,60,
402,"ヘイスト",,60,
403,"帝国式強壮剤",,60,
404,"帝国式興奮剤",,60,
405,"爆弾投げ",魔法,60,
406,"爆弾投げ",魔法,60,
407,"ファイアクラッカーシャワー",,150,
408,"ワイルドラトル",打,60,
409,"ドリッピングファング",,60,
410,"石化にらみ",,300,
411,"バックフリップ",打,60,
412,"テイルチェイス",打,60,
413,"ファイアボール",魔法,60,
414,"ボンビネーション",魔法,60,
415,"ウィップクラック",打,60,
416,"ゴールデンタン",,60,
417,"トータスストンプ",打,60,
418,"甲羅強化",,60,
419,"胴斬り",斬,60,
420,"ウェットストーン",,600,
421,"怒りの一撃",,200,
422,"グランドスラム",打,60,
423,"カミングストーム",,60,
424,"スウィフトガスト",,60,
425,"リフレク",,600,
426,"エンファイア",,300,
427,"エンブリザド",,300,
428,"エンエアロ",,300,
429,"エンストーン",,300,
430,"エンサンダー",,300,
431,"エンウォータ",,300,
432,"ドレイン",ブレス,30,
433,"",,0,
434,"",,0,
435,"",,0,
436,"",魔法,0,
437,"",魔法,0,
438,"",魔法,0,
439,"",,0,
440,"カノピー",打,60,
441,"アーボリアルストーム",打,60,
442,"どんぐり爆弾",,60,
443,"ストーンスカル",打,60,
444,"ボルダークラップ",打,60,
445,"トゥルーグリット",ブレス,60,
446,"サンダーブレス",ブレス,60,
447,"登場",,0,
448,"スタグナントスプレー",魔法,60,
449,"不気味な光",,60,
450,"不思議な光",,60,
451,"攻撃",斬,0,
452,"熱風",魔法,0,
453,"インシネレート",ブレス,0,
454,"バルカンバースト",魔法,0,
455,"エラプション",,0,
456,"光輝の炎柱",,0,
457,"クリムゾンサイクロン",魔法,0,
458,"地獄の火炎",魔法,0,
459,"イフリート：ジャンプ",,0,
460,"イフリート：着地",,0,
461,"イフリート：炎獄の楔召喚",,0,
462,"イフリート：角復活",,0,
463,"イフリート：怒りオン",,0,
464,"炎獄の楔：出現",,0,
465,"炎獄の楔：死亡",,0,
466,"",,0,
467,"",,0,
468,"",,0,
469,"",,0,
470,"",,0,
471,"",,0,
472,"",,0,
473,"",,0,
474,"蛮勇",,60,
475,"三連撃",打,60,
476,"フットワーク",,60,
477,"急所狙い",,600,
478,"バックハンドブロー",打,60,
479,"ライズ・アンド・フォール",打,60,
480,"光合成",,0,
481,"活性化",,0,
482,"プレーンクラッカー",魔法,60,
483,"ロックスライド",打,60,
484,"石灰化",,0,
485,"汎用：詩人技：回避アップ歌",,60,
486,"汎用：詩人技：攻撃アップ歌",,60,
487,"汎用：詩人技：防御アップ歌",,60,
488,"ポイズンタッチ",,300,
489,"スウィートスチール",斬,60,
490,"石火豪拳",打,60,
491,"我武者羅",,60,
492,"ピアシングアロー",,0,
493,"汎用：巴術技：単体スロウ",,60,
494,"汎用：巴術技：単体防御DOWN",,60,
495,"猫だまし",,300,
496,"砂かけ",,60,
497,"ボディスラム",打,60,
498,"コールドゲイズ",,300,
499,"ストーンゲイズ",,300,
500,"爆走",,60,
501,"針五十本",突,60,
502,"針百本",突,60,
503,"針千本",突,60,
504,"ハンマービーク",突,60,
505,"ペトロブレス",,300,
506,"ナムブレス",,300,
507,"ポイズンブレス",,300,
508,"スランバーブレス",,300,
509,"遠吠え",,60,
510,"ファウルバイト",突,60,
511,"サングインバイト",斬,60,
512,"呪いの視線",,300,
513,"恐怖の視線",,300,
514,"レベル5石化",,0,
515,"硬質化",,60,
516,"甲殻破裂",魔法,60,
517,"バーニングサイクロン",魔法,60,
518,"レヴィンシャワー",魔法,60,
519,"レヴィンファング",,60,
520,"ヘッドバット",打,60,
521,"サイズミックスクリーム",,60,
522,"ラノリン",,300,
523,"トラップジョーズ",突,60,
524,"アシッドスプレー",魔法,60,
525,"ドリルキャノン",突,60,
526,"サーメットドリル",突,60,
527,"オーバーチャージ",魔法,60,
528,"サンドブレス",ブレス,60,
529,"サンドストーム",ブレス,60,
530,"ポイズンブレス",ブレス,60,
531,"アースブレイク",魔法,0,
532,"地震",魔法,60,
533,"サンドピラー",魔法,20,
534,"グランドソード",斬,60,
535,"グランドストライク",魔法,60,
536,"ディスラプター",,60,
537,"魔導レーザー",魔法,60,
538,"オーバーヒート",,60,
539,"エグゾースト",魔法,60,
540,"魔導フィールド",,60,
541,"噛みつき",突,60,
542,"シースプレー",,60,
543,"サンドスプレー",,60,
544,"フィーディングフレンジー",,60,
545,"デッドリーストンプ",打,60,
546,"クジャタ：麻痺音波攻撃",,60,
547,"サイズミックリフト",魔法,60,
548,"ホーミー",魔法,60,
549,"クジャタ：ソノラスブラスト",,60,
550,"クジャタ：超突進",打,60,
551,"ソイルコート",,60,
552,"スパインストリーム",突,60,
553,"鉄甲",,60,
554,"収束手榴弾",魔法,60,
555,"水鉄砲",魔法,60,
556,"ハイドロボール",魔法,300,
557,"ラサレイト",斬,60,
558,"サライヴォススナップ",突,120,
559,"ドラゴンブレス",ブレス,200,
560,"グラナイトレイン",打,240,
561,"スピニングキック",打,300,
562,"グランドバースト",魔法,60,
563,"トキシックヴォミット",ブレス,150,
564,"タッチダウン",打,0,
565,"カラードラゴン：飛び立ち消滅",,0,
566,"バブルシャワー",魔法,60,
567,"ビッグシザー",斬,60,
568,"バブルバス",,60,
569,"クラブドリブル",斬,60,
570,"つっつき",突,60,
571,"ファウルステンチ",魔法,60,
572,"ランシッドベルチ",魔法,60,
573,"フライングサーディン",突,60,
574,"リガージテート",,60,
575,"ビートダウン",打,60,
576,"インヘイル",,60,
577,"グゥーブー：飲み込む",,60,
578,"グゥーブー：吐きだす",,60,
579,"モルディスニーズ",魔法,60,
580,"シックリィスニーズ",魔法,60,
581,"アトモス：吸い込み",,0,
582,"アトモス：吐きだし",,0,
583,"怪視線",魔法,60,
584,"ロトンブレス",魔法,250,
585,"呪言",魔法,60,
586,"怨念",魔法,60,
587,"透過",,60,
588,"雷胞",突,60,
589,"刺胞",突,60,
590,"金切り声",,60,
591,"体当たり",打,60,
592,"ララバイ",,60,
593,"あまい香り",,60,
594,"スクリーム",,60,
595,"ブン投げ",打,60,
596,"野蛮な咆吼",魔法,60,
597,"ドラゴン毒沼：発生ループ",魔法,0,
598,"ドラゴン毒沼：消滅",,0,
599,"アクアヴィッテ",,60,
600,"ボーンパウダー",魔法,60,
601,"ビークスナップ",打,60,
602,"哀叫",魔法,60,
603,"号叫",魔法,60,
604,"臭い息",,300,
605,"甘い息",,60,
606,"串刺し",突,60,
607,"ディフェンス・マニューバ",,60,
608,"シェード",突,60,
609,"ザ・ハンド",打,60,
610,"アイアンクロー",魔法,0,
611,"デスクロー：デスクロー解除",,0,
612,"ボーンブレイカー",打,60,
613,"エルボードロップ",打,60,
614,"ハートバーン",魔法,60,
615,"アブセントマインド",,60,
616,"熱気",,60,
617,"熱狂",,60,
618,"ダブルスマッシュ",打,60,
619,"コラプテッドテール",突,600,
620,"グリムクリーバー",魔法,60,
621,"グリムヘイロー",斬,60,
622,"デソレーション",魔法,60,
623,"ヘルズセンド",,250,
624,"グリムフェイト",斬,60,
625,"10トンズ・スワイプ",打,60,
626,"10トンズ・スイング",打,60,
627,"100トンズ・スワイプ",打,60,
628,"100トンズ・スイング",打,450,
629,"グラワー",魔法,200,
630,"アニマルインスティンクト",,0,
631,"アイ・オブ・ビホルダー",魔法,0,
632,"炎の鱗",,300,
633,"ひっかき",魔法,30,
634,"トパーズの輝き",魔法,0,
635,"かたまり",,1200,
636,"体当たり",魔法,400,
637,"ガスト",魔法,30,
638,"ふきとばし",魔法,900,
639,"ダウンバースト",魔法,0,
640,"エメラルドの輝き",,600,
641,"ロックバスター",打,0,
642,"激震",魔法,0,
643,"マウンテンバスター",打,0,
644,"大地の重み",,0,
645,"グラナイト・ジェイル",,0,
646,"タイタン：時限爆弾岩",,0,
647,"グリムクリーバー",魔法,30,
648,"グリムフェイト",斬,80,
649,"デソレーション",魔法,80,
650,"ランドスライド",打,0,
651,"ジオクラッシュ",魔法,0,
652,"大地の怒り",魔法,0,
653,"タイタン：心臓露出",,0,
654,"タイタン：飛ぶ",,0,
655,"タイタン：着地する",,0,
656,"ウィンドブレード",魔法,0,
657,"ダウンバースト",打,0,
658,"ウィケッドホイール",打,0,
659,"スリップストリーム",魔法,0,
660,"ミストラルソング",魔法,0,
661,"ミストラルシュリーク",魔法,0,
662,"エリアルブラスト",魔法,0,
663,"大旋風",魔法,0,
664,"アイ・オブ・ストーム",魔法,0,
665,"フェザーランス",魔法,0,
666,"サーマルタマルト",魔法,0,
667,"ミストラルソング",魔法,0,
668,"蜃気楼",,0,
669,"ワイルドラトル",打,60,
670,"ヘルリキッド",魔法,0,
671,"ツイスター",魔法,0,
672,"コラプテッドテール",突,600,
673,"エレクトロマグネティズム",打,0,
674,"防衛反応",魔法,0,
675,"ファイアストリーム",魔法,0,
676,"フレイムブレス",ブレス,60,
677,"自爆",魔法,60,
678,"自爆",魔法,60,
679,"爆撃",魔法,60,
680,"デモリッシュ",魔法,120,
681,"アイズオンミー",魔法,60,
682,"攻撃",斬,30,
683,"ホワイトブレス",ブレス,120,
684,"ヒュドラ：首再生",,60,
685,"火炎球",ブレス,60,
686,"火炎球",ブレス,60,
687,"氷結球",ブレス,60,
688,"氷結球",ブレス,60,
689,"レディアントブレス",ブレス,100,
690,"バジリスク：尻尾攻撃",打,60,
691,"猛りの咆吼",,600,
692,"コロッサススラム",打,60,
693,"ヘカトンケイルリーダー：壁殴り",打,0,
694,"怒りの咆吼",,450,
695,"ヘカトンケイルメイジ：壁殴り",打,0,
696,"汎用：逃げる",,0,
697,"レルムシェーカー",打,200,
698,"スティッキーウェブ",,0,
699,"蜘蛛：コチュー落下予兆",,0,
700,"蜘蛛：コチュー落下",,0,
701,"シルクスクリーン",魔法,300,
702,"デッドリースラスト",打,200,
703,"蜘蛛：毒エリア",魔法,0,
704,"毒尾脱皮",,0,
705,"ダークミスト",魔法,400,
706,"ヴォイドランプ",,0,
707,"ヴォイド・ファイア",魔法,0,
708,"ヒュドラ：右側首A破壊",,0,
709,"ヒュドラ：右側首B破壊",,0,
710,"ヒュドラ：左側首A破壊",,0,
711,"ヒュドラ：左側首B破壊",,0,
712,"ヒュドラ：右側首A復活",,0,
713,"ヒュドラ：右側首B復活",,0,
714,"ヒュドラ：左側首A復活",,0,
715,"ヒュドラ：左側首B復活",,0,
716,"猛者の撃",,60,
717,"ファストブレード",斬,60,
718,"シールドバッシュ",打,60,
719,"センチネル",,60,
720,"オーバーパワー",斬,60,
721,"フェザーステップ",,60,
722,"トゥルースラスト",突,60,
723,"ワイドボレー",突,60,
724,"消化",打,60,
725,"フルイドスプレッド",,60,
726,"フルイドスプレッド",,60,
727,"フルイドスプレッド",,60,
728,"フルイドスプレッド",,60,
729,"汎用：詩人技：ヘヴィショット",突,60,
730,"毒液飛散",,0,
731,"吸血",,60,
732,"吸引",,0,
733,"エラプション",魔法,0,
734,"光輝の炎柱",魔法,0,
735,"ミアズマブレス",魔法,0,
736,"ダークウェーブ",魔法,0,
737,"体当たり",斬,60,
738,"エレクトリックファイト",魔法,60,
739,"ブラッディークロウ",斬,60,
740,"テラーアイ",魔法,60,
741,"共鳴",,60,
742,"ブラックレヴェル",,0,
743,"目つぶし",,0,
744,"ヘイスト",,300,
745,"ダークソーン",魔法,0,
746,"ソウルダウス",魔法,200,
747,"",,0,
748,"",,0,
749,"アポカリプス",魔法,0,
750,"イビルアイ",魔法,0,
751,"カオスブレス",魔法,0,
752,"",,0,
753,"",,0,
754,"",,0,
755,"",,0,
756,"",,0,
757,"",,0,
758,"ブラッククラウド",魔法,0,
759,"ブライテッドグルーム",魔法,60,
760,"クラウドスカージ",魔法,0,
761,"",魔法,0,
762,"クレパスキュルブレイド",斬,240,
763,"断罪",,0,
764,"大爆発",魔法,0,
765,"超爆発",魔法,0,
766,"放電",魔法,0,
767,"放電",魔法,0,
768,"コメット",打,0,
769,"飛散",打,0,
770,"サンダーボルト",魔法,0,
771,"ミールストーム",,0,
772,"ミールストーム",魔法,0,
773,"ワイルドホーン",突,0,
774,"ベヒーモス：二本足",,0,
775,"トラウンス",打,0,
776,"エクリプスメテオ",魔法,0,
777,"攻撃",斬,0,
778,"グングニルの槍",,0,
779,"ダークスチールレイン",,0,
780,"斬鉄剣",魔法,0,
781,"ホール・オブ・ストーン",,0,
782,"ホール・オブ・ソロウ",魔法,0,
783,"ヴァルクヌート",魔法,0,
784,"ホール・オブ・スロウ",,0,
785,"エインヘリャル",魔法,0,
786,"闘気の波動",突,0,
787,"ロックバスター",魔法,30,
788,"マウンテンバスター",魔法,0,
789,"大地の守り",,1200,
790,"ランドスライド",魔法,400,
791,"大地の怒り",魔法,0,
792,"ウィンドブレード",魔法,30,
793,"ショックウェーブ",魔法,900,
794,"エリアルスラッシュ",魔法,0,
795,"コンテージョン",,600,
796,"エリアルブラスト",魔法,0,
797,"クリムゾンサイクロン",魔法,0,
798,"バーニングストライク",魔法,30,
799,"光輝の盾",,600,
800,"フレイミングクラッシュ",魔法,0,
801,"地獄の火炎",魔法,0,
802,"光の癒し",魔法,30,
803,"光の囁き",,0,
804,"フェイコヴナント",,1200,
805,"フェイイルミネーション",,0,
806,"光の癒し",魔法,30,
807,"光の沈黙",,400,
808,"フェイグロウ",,600,
809,"フェイライト",,600,
810,"フェイカレス",,600,
811,"フェイウィンド",,600,
812,"",,0,
813,"",,0,
814,"",打,0,
815,"収集品採集",,0,
816,"",,0,
817,"チョコストライク",打,0,
818,"チョコガード",,0,
819,"チョコキック",打,0,
820,"チョコドロップ",打,0,
821,"チョコブラスト",打,0,
822,"チョコラッシュ",打,0,
823,"チョコビーク",突,0,
824,"チョコスラッシュ",打,0,
825,"チョコメディカ",魔法,0,
826,"チョコサージ",魔法,0,
827,"チョコケアル",魔法,0,
828,"チョコリジェネ",魔法,0,
829,"百烈拳",,600,
830,"汎用：絶対回避",,600,
831,"コボルド：大型爆弾",,300,
832,"コボルド：範囲被ダメージカット",,200,
833,"コボルド：範囲被ダメージカット強",,0,
834,"ジャンプスラスト",突,200,
835,"奇襲",打,0,
836,"シュポシェ池：出現予兆",,0,
837,"シュポシェ池：予兆解除",,0,
838,"シュポシェ池：出現",,0,
839,"爆弾起爆",魔法,0,
840,"大爆弾起爆",魔法,0,
841,"",,0,
842,"",,0,
843,"",,0,
844,"",,0,
845,"",,0,
846,"",,0,
847,"",,0,
848,"",,0,
849,"",,0,
850,"",,0,
851,"",,0,
852,"",,0,
853,"",,0,
854,"ヴォイド・ファイガ",魔法,300,
855,"ヴォイド・ファイラ",魔法,150,
856,"ヴォイド・サンダガ",魔法,200,
857,"爆弾ぶん投げ",,0,
858,"二段突き",突,25,
859,"アイススパイク",,300,
860,"ソウルドレイン",ブレス,250,
861,"酔いどれ地獄突き",打,60,
862,"小爆弾起爆",魔法,0,
863,"どんぐり炸裂弾",,60,
864,"フレイミングクラッシュ",打,60,
865,"フェラルストライク",打,60,
866,"強突き",突,60,
867,"妖異召喚",魔法,60,
868,"誘惑",,0,
869,"コールドミスト",,0,
870,"攻撃",斬,0,
871,"攻撃",突,0,
872,"攻撃",打,0,
873,"攻撃",突,0,
874,"攻撃",魔法,0,
875,"攻撃",魔法,0,
876,"攻撃",魔法,0,
877,"攻撃",魔法,0,
878,"攻撃",魔法,0,
879,"攻撃",魔法,0,
880,"攻撃",斬,0,
881,"攻撃",突,0,
882,"攻撃",打,0,
883,"攻撃",突,0,
884,"攻撃",魔法,0,
885,"攻撃",魔法,0,
886,"攻撃",魔法,0,
887,"攻撃",魔法,0,
888,"攻撃",魔法,0,
889,"攻撃",魔法,0,
890,"攻撃",斬,0,
891,"攻撃",突,0,
892,"攻撃",打,0,
893,"攻撃",突,0,
894,"攻撃",魔法,0,
